fecha,consumo_zona_1,temperatura,humedad,velocidad_viento,flujo_difuso_general,flujo_difuso
8/26/2017 14:00,39456.95893,26.93,67.22,4.947,800.0,71.5
8/26/2017 14:10,39424.99445,26.84,66.49,4.961,789.0,72.3
8/26/2017 14:20,39316.31521,27.0,64.85,4.956,779.0,74.0
8/26/2017 14:30,39003.06326,26.96,66.42,4.942,760.0,78.0
8/26/2017 14:40,39015.84906,26.94,68.32,4.934,760.0,73.2
8/26/2017 14:50,38696.20422,26.79,68.39,4.927,743.0,69.16
8/26/2017 15:00,38517.20311,26.78,68.26,4.942,726.0,66.67
8/26/2017 15:10,38114.45061,26.83,68.89,4.968,706.0,65.24
8/26/2017 15:20,37916.27081,26.96,68.89,4.961,687.6,64.22
8/26/2017 15:30,38018.55716,27.09,68.12,4.939,668.6,65.39
8/26/2017 15:40,37788.41287,26.76,69.66,4.932,649.2,65.8
8/26/2017 15:50,37762.84129,26.59,71.8,4.938,626.3,68.56
8/26/2017 16:00,37468.76804,26.61,70.3,4.936,602.2,72.9
8/26/2017 16:10,37129.94451,26.7,71.0,4.94,579.0,72.2
8/26/2017 16:20,37014.87236,26.46,71.4,4.933,555.8,74.4
8/26/2017 16:30,36867.83574,26.49,71.4,4.919,527.6,70.9
8/26/2017 16:40,36976.51498,26.36,71.3,4.925,502.9,68.07
8/26/2017 16:50,36855.04994,26.39,71.6,4.951,470.9,65.48
8/26/2017 17:00,36759.15649,26.48,71.1,4.925,444.8,63.76
8/26/2017 17:10,36746.3707,26.48,70.7,4.924,419.1,64.43
8/26/2017 17:20,36855.04994,26.44,71.4,4.921,388.8,63.9
8/26/2017 17:30,36906.19312,26.29,72.8,4.922,359.7,64.94
8/26/2017 17:40,36324.43951,26.1,73.9,4.924,323.6,81.4
8/26/2017 17:50,36842.26415,25.89,75.2,4.929,217.2,133.1
8/26/2017 18:00,36874.22863,25.8,75.7,4.931,260.7,251.6
8/26/2017 18:10,37213.05216,25.69,76.2,4.921,229.7,239.6
8/26/2017 18:20,37961.02109,25.7,75.8,4.919,197.3,207.2
8/26/2017 18:30,38875.20533,25.79,75.6,4.919,167.3,176.1
8/26/2017 18:40,40032.31964,25.65,75.9,4.945,135.5,142.5
8/26/2017 18:50,41879.86681,25.63,76.1,4.925,108.8,114.1
8/26/2017 19:00,45197.78024,25.44,76.7,4.921,82.4,85.5
8/26/2017 19:10,47448.07991,25.43,77.2,4.933,61.44,63.01
8/26/2017 19:20,48445.37181,25.36,78.2,4.931,27.07,25.52
8/26/2017 19:30,48912.05327,25.17,78.6,4.93,7.65,6.326
8/26/2017 19:40,49161.37625,25.02,79.2,4.923,6.411,5.378
8/26/2017 19:50,49180.55494,24.9,80.1,4.922,4.266,3.589
8/26/2017 20:00,49289.23418,24.78,80.6,4.922,1.283,1.019
8/26/2017 20:10,49065.4828,24.66,81.0,4.922,0.278,0.27
8/26/2017 20:20,48937.62486,24.58,81.0,4.923,0.106,0.089
8/26/2017 20:30,48733.05216,24.51,80.9,4.922,0.069,0.122
8/26/2017 20:40,48407.01443,24.51,80.6,4.924,0.095,0.089
8/26/2017 20:50,48573.22974,24.52,80.5,4.925,0.073,0.141
8/26/2017 21:00,48496.51498,24.49,81.3,4.921,0.066,0.093
8/26/2017 21:10,48170.47725,24.43,82.2,4.922,0.121,0.07
8/26/2017 21:20,47780.51054,24.38,82.7,4.925,0.08,0.122
8/26/2017 21:30,47518.40178,24.31,83.3,4.918,0.066,0.081
8/26/2017 21:40,47173.18535,24.27,83.8,4.922,0.102,0.107
8/26/2017 21:50,46891.89789,24.2,84.3,4.923,0.073,0.13
8/26/2017 22:00,46412.43063,24.09,84.9,4.917,0.058,0.126
8/26/2017 22:10,45766.74806,24.02,85.2,4.921,0.08,0.115
8/26/2017 22:20,45427.92453,23.92,86.0,4.925,0.11,0.126
8/26/2017 22:30,44635.20533,23.93,86.3,4.922,0.11,0.126
8/26/2017 22:40,43701.8424,23.88,86.6,4.922,0.102,0.111
8/26/2017 22:50,43100.9101,23.88,86.6,4.924,0.088,0.13
8/26/2017 23:00,41937.40289,23.92,86.6,4.916,0.08,0.122
8/26/2017 23:10,41202.21976,23.52,86.5,4.92,0.037,0.137
8/26/2017 23:20,40345.57159,23.33,86.6,4.924,0.095,0.093
8/26/2017 23:30,39572.03108,23.23,86.5,4.922,0.073,0.119
8/26/2017 23:40,38664.23973,23.17,86.7,4.924,0.088,0.111
8/26/2017 23:50,37852.34184,23.24,86.9,4.923,0.091,0.13
8/27/2017 0:00,36912.58602,23.14,87.0,4.917,0.077,0.126
8/27/2017 0:10,36196.58158,23.19,87.4,4.923,0.091,0.107
8/27/2017 0:20,35474.18424,23.36,87.7,4.924,0.095,0.126
8/27/2017 0:30,34604.75028,23.55,87.4,4.919,0.073,0.133
8/27/2017 0:40,33530.74362,23.37,87.7,4.92,0.069,0.115
8/27/2017 0:50,32757.20311,23.42,87.8,4.917,0.066,0.17
8/27/2017 1:00,32897.84684,23.12,87.9,4.919,0.091,0.119
8/27/2017 1:10,32431.16537,23.03,87.8,4.924,0.106,0.1
8/27/2017 1:20,32066.77026,23.08,88.3,4.92,0.069,0.115
8/27/2017 1:30,31485.01665,23.17,88.2,4.918,0.099,0.137
8/27/2017 1:40,31139.80022,23.17,88.6,4.92,0.106,0.119
8/27/2017 1:50,30295.93785,23.15,88.7,4.921,0.095,0.122
8/27/2017 2:00,29969.90011,22.84,88.9,4.916,0.084,0.119
8/27/2017 2:10,29586.3263,22.82,88.9,4.917,0.073,0.144
8/27/2017 2:20,29209.14539,22.81,89.0,4.918,0.095,0.107
8/27/2017 2:30,29317.82464,22.77,89.1,4.922,0.08,0.148
8/27/2017 2:40,29042.93008,22.76,89.6,4.916,0.048,0.163
8/27/2017 2:50,28966.21532,22.94,89.4,4.916,0.073,0.133
8/27/2017 3:00,29004.5727,22.8,89.3,4.918,0.084,0.115
8/27/2017 3:10,28972.60821,22.58,89.7,4.919,0.099,0.111
8/27/2017 3:20,29183.57381,22.3,89.4,4.922,0.088,0.133
8/27/2017 3:30,29145.21643,22.46,90.2,4.918,0.113,0.093
8/27/2017 3:40,29036.53718,22.78,90.0,4.922,0.102,0.141
8/27/2017 3:50,29138.82353,22.69,90.5,4.918,0.099,0.163
8/27/2017 4:00,29132.43063,22.81,90.6,4.917,0.08,0.122
8/27/2017 4:10,29522.39734,22.91,90.4,4.918,0.08,0.104
8/27/2017 4:20,29669.43396,22.91,90.4,4.916,0.066,0.17
8/27/2017 4:30,29452.07547,22.59,90.5,4.919,0.102,0.13
8/27/2017 4:40,28934.25083,22.28,90.5,4.922,0.08,0.126
8/27/2017 4:50,28934.25083,22.3,90.4,4.916,0.099,0.163
8/27/2017 5:00,28352.49723,22.24,90.0,4.917,0.066,0.148
8/27/2017 5:10,27086.70366,22.28,89.8,4.92,0.113,0.089
8/27/2017 5:20,25827.303,22.36,89.5,4.919,0.106,0.1
8/27/2017 5:30,24996.22642,22.51,89.3,4.918,0.099,0.089
8/27/2017 5:40,24369.72253,22.64,88.6,4.918,0.073,0.133
8/27/2017 5:50,23794.36182,22.95,88.7,4.918,0.099,0.148
8/27/2017 6:00,23826.3263,23.05,88.8,4.92,0.135,0.111
8/27/2017 6:10,23979.75583,22.82,88.1,4.917,0.102,0.115
8/27/2017 6:20,23845.50499,22.81,88.2,4.916,0.102,0.122
8/27/2017 6:30,23883.86238,23.47,88.7,4.916,0.212,0.281
8/27/2017 6:40,24120.39956,23.53,88.2,4.918,1.02,0.704
8/27/2017 6:50,24293.00777,23.42,88.4,4.92,2.906,2.122
8/27/2017 7:00,24420.8657,23.39,88.6,4.917,8.37,6.426
8/27/2017 7:10,24766.08213,23.41,88.7,4.916,12.88,9.63
8/27/2017 7:20,24881.15427,23.41,89.0,4.916,15.05,11.11
8/27/2017 7:30,25130.47725,23.35,89.1,4.915,18.88,14.63
8/27/2017 7:40,25315.87125,23.31,89.4,4.918,22.32,16.93
8/27/2017 7:50,25629.1232,23.28,89.3,4.921,33.45,25.13
8/27/2017 8:00,26319.55605,23.19,89.3,4.919,39.2,29.79
8/27/2017 8:10,27086.70366,23.1,89.3,4.916,47.96,35.79
8/27/2017 8:20,27521.42064,23.04,88.9,4.917,65.32,49.27
8/27/2017 8:30,28358.89012,23.27,88.5,4.92,74.3,56.72
8/27/2017 8:40,29055.71587,23.46,88.1,4.919,92.9,70.5
8/27/2017 8:50,29835.64928,23.67,87.3,4.919,122.0,91.9
8/27/2017 9:00,30468.54606,23.98,85.7,4.919,183.1,133.9
8/27/2017 9:10,31031.12098,24.1,84.6,4.919,202.8,141.8
8/27/2017 9:20,31523.37403,24.34,82.2,4.926,284.6,153.2
8/27/2017 9:30,32181.8424,24.72,80.7,4.921,449.3,174.2
8/27/2017 9:40,32629.34517,25.07,78.7,4.919,483.5,157.9
8/27/2017 9:50,32942.59711,25.41,76.4,4.923,429.7,162.5
8/27/2017 10:00,33454.02886,25.55,75.1,4.919,522.1,150.4
8/27/2017 10:10,33939.88901,25.84,73.8,4.923,531.1,129.2
8/27/2017 10:20,34342.64151,26.01,72.0,4.919,588.5,119.1
8/27/2017 10:30,34662.28635,26.05,71.9,4.92,606.7,117.5
8/27/2017 10:40,35001.10988,26.1,71.7,4.922,636.6,125.4
8/27/2017 10:50,35423.04107,26.32,71.1,4.924,656.5,122.4
8/27/2017 11:00,35493.36293,26.44,69.36,4.922,666.1,122.3
8/27/2017 11:10,36049.54495,26.72,68.39,4.927,685.5,125.4
8/27/2017 11:20,36119.86681,26.75,66.49,4.921,697.8,130.6
8/27/2017 11:30,36433.11876,26.87,66.12,4.922,714.0,135.6
8/27/2017 11:40,36720.79911,27.04,64.72,4.926,723.0,140.7
8/27/2017 11:50,36650.47725,27.02,64.12,4.922,737.0,145.3
8/27/2017 12:00,36823.08546,27.04,64.35,4.922,750.0,148.2
8/27/2017 12:10,36880.62153,27.06,64.32,4.926,725.0,142.6
8/27/2017 12:20,37110.76582,27.01,65.05,4.925,759.0,147.6
8/27/2017 12:30,37213.05216,27.13,64.09,4.926,770.0,153.2
8/27/2017 12:40,37225.83796,27.03,65.66,4.922,772.0,155.2
8/27/2017 12:50,37155.51609,26.93,66.46,4.919,771.0,154.0
8/27/2017 13:00,37673.34073,26.94,66.16,4.922,780.0,154.7
8/27/2017 13:10,37909.87791,27.24,66.19,4.919,776.0,157.2
8/27/2017 13:20,37737.2697,27.19,65.99,4.921,779.0,157.5
8/27/2017 13:30,38056.91454,27.23,66.19,4.922,779.0,157.7
8/27/2017 13:40,38063.30744,27.32,64.79,4.92,773.0,155.4
8/27/2017 13:50,37686.12653,27.27,63.59,4.925,770.0,153.6
8/27/2017 14:00,37213.05216,27.31,63.75,4.922,756.0,154.5
8/27/2017 14:10,37462.37514,27.37,63.55,4.925,748.0,156.7
8/27/2017 14:20,37404.83907,27.53,64.45,4.92,738.0,160.3
8/27/2017 14:30,37072.40844,27.52,64.15,4.925,724.0,164.9
8/27/2017 14:40,36912.58602,27.36,63.99,4.92,701.0,169.5
8/27/2017 14:50,36906.19312,27.31,64.05,4.924,670.9,172.2
8/27/2017 15:00,36848.65705,27.21,64.62,4.927,648.5,178.6
8/27/2017 15:10,36656.87014,27.18,65.62,4.926,736.0,203.4
8/27/2017 15:20,36688.83463,27.28,66.89,4.923,691.0,193.6
8/27/2017 15:30,36420.33296,27.18,67.82,4.944,636.2,180.0
8/27/2017 15:40,36305.26082,27.19,68.15,4.931,623.4,174.7
8/27/2017 15:50,36381.97558,27.23,68.15,4.932,591.3,167.8
8/27/2017 16:00,35966.43729,27.3,68.32,4.947,562.0,165.8
8/27/2017 16:10,36043.15205,27.17,69.25,4.943,538.7,164.7
8/27/2017 16:20,35742.6859,26.98,70.2,4.925,519.3,158.2
8/27/2017 16:30,35697.93563,26.98,69.49,4.933,491.1,153.7
8/27/2017 16:40,35550.899,27.11,70.5,4.919,467.3,150.8
8/27/2017 16:50,35570.07769,26.98,71.3,4.921,439.5,146.9
8/27/2017 17:00,35154.5394,26.94,71.7,4.923,411.3,144.2
8/27/2017 17:10,35435.82686,26.89,73.7,4.916,381.2,143.3
8/27/2017 17:20,35506.14872,26.62,74.3,4.929,360.4,139.1
8/27/2017 17:30,35058.64595,26.5,75.0,4.918,325.7,134.8
8/27/2017 17:40,35071.43174,26.37,76.5,4.932,292.8,137.4
8/27/2017 17:50,35263.21865,26.14,78.5,4.924,232.7,159.0
8/27/2017 18:00,35455.00555,25.84,80.4,4.929,232.4,189.2
8/27/2017 18:10,35602.04218,25.84,81.1,4.923,206.8,182.2
8/27/2017 18:20,36573.76249,25.76,80.9,4.927,177.1,160.8
8/27/2017 18:30,38031.34295,25.78,80.4,4.922,153.0,140.3
8/27/2017 18:40,38913.56271,25.84,79.8,4.925,136.3,124.7
8/27/2017 18:50,40684.39512,25.79,79.0,4.924,115.3,104.0
8/27/2017 19:00,43900.0222,25.78,79.1,4.922,92.3,81.3
8/27/2017 19:10,46431.60932,25.7,79.8,4.923,61.92,53.65
8/27/2017 19:20,47128.43507,25.61,79.1,4.919,40.48,34.7
8/27/2017 19:30,47684.61709,25.74,77.8,4.923,22.16,18.16
8/27/2017 19:40,48080.97669,25.74,77.1,4.925,10.18,8.22
8/27/2017 19:50,48464.5505,25.77,77.9,4.923,3.611,2.83
8/27/2017 20:00,48221.62042,25.71,78.3,4.92,1.162,0.893
8/27/2017 20:10,48208.83463,25.69,78.3,4.921,0.227,0.193
8/27/2017 20:20,48311.12098,25.77,79.2,4.92,0.102,0.111
8/27/2017 20:30,48291.94229,25.63,80.5,4.921,0.069,0.137
8/27/2017 20:40,48330.29967,25.52,81.4,4.924,0.088,0.111
8/27/2017 20:50,48438.97891,25.4,81.4,4.926,0.066,0.119
8/27/2017 21:00,47895.58269,25.48,80.7,4.92,0.062,0.141
8/27/2017 21:10,47908.36848,25.54,79.9,4.924,0.077,0.119
8/27/2017 21:20,47991.47614,25.54,79.0,4.925,0.095,0.119
8/27/2017 21:30,47595.11654,25.67,77.4,4.922,0.08,0.133
8/27/2017 21:40,47070.899,25.8,76.3,4.923,0.095,0.089
8/27/2017 21:50,46949.43396,25.84,75.7,4.924,0.073,0.081
8/27/2017 22:00,46303.75139,25.85,76.0,4.919,0.069,0.13
8/27/2017 22:10,45856.24861,25.88,77.1,4.924,0.073,0.137
8/27/2017 22:20,45434.31743,25.76,79.0,4.927,0.062,0.093
8/27/2017 22:30,44341.13208,25.62,80.2,4.922,0.08,0.115
8/27/2017 22:40,43363.01887,25.49,81.3,4.924,0.058,0.111
8/27/2017 22:50,42538.33518,25.37,81.8,4.926,0.08,0.1
8/27/2017 23:00,41809.54495,25.34,82.7,4.92,0.055,0.085
8/27/2017 23:10,40748.32408,25.21,83.5,4.92,0.073,0.137
8/27/2017 23:20,39661.53163,25.17,83.8,4.918,0.062,0.152
8/27/2017 23:30,38760.13319,25.14,84.3,4.923,0.106,0.13
8/27/2017 23:40,38140.0222,25.06,84.6,4.921,0.08,0.122
8/27/2017 23:50,37398.44617,25.01,84.7,4.92,0.051,0.163
8/28/2017 0:00,36727.19201,24.97,84.8,4.917,0.106,0.096
8/28/2017 0:10,35768.25749,24.97,84.8,4.917,0.048,0.174
8/28/2017 0:20,35154.5394,24.97,84.7,4.924,0.08,0.1
8/28/2017 0:30,34278.71254,25.04,84.6,4.919,0.077,0.137
8/28/2017 0:40,33396.49279,25.08,84.8,4.92,0.073,0.126
8/28/2017 0:50,32706.05993,25.05,85.4,4.918,0.095,0.111
8/28/2017 1:00,32296.91454,24.99,86.2,4.921,0.069,0.141
8/28/2017 1:10,31823.84018,24.93,86.9,4.919,0.113,0.111
8/28/2017 1:20,31114.22863,24.84,87.5,4.919,0.121,0.122
8/28/2017 1:30,31095.04994,24.74,88.0,4.918,0.055,0.17
8/28/2017 1:40,30590.0111,24.63,88.3,4.92,0.095,0.137
8/28/2017 1:50,29931.54273,24.56,88.4,4.919,0.058,0.189
8/28/2017 2:00,29822.86349,24.52,88.7,4.918,0.095,0.1
8/28/2017 2:10,29611.89789,24.54,89.0,4.917,0.073,0.111
8/28/2017 2:20,29234.71698,24.58,88.9,4.919,0.084,0.111
8/28/2017 2:30,29030.14428,24.56,89.1,4.92,0.084,0.107
8/28/2017 2:40,28902.28635,24.52,89.3,4.92,0.099,0.152
8/28/2017 2:50,29068.50166,24.5,89.4,4.921,0.106,0.111
8/28/2017 3:00,28825.57159,24.47,89.3,4.916,0.102,0.104
8/28/2017 3:10,28704.10655,24.44,89.4,4.918,0.077,0.181
8/28/2017 3:20,28499.53385,24.47,89.3,4.919,0.124,0.119
8/28/2017 3:30,28441.99778,24.35,89.4,4.917,0.084,0.13
8/28/2017 3:40,28314.13984,24.29,89.3,4.916,0.069,0.148
8/28/2017 3:50,28262.99667,24.38,89.1,4.917,0.055,0.167
8/28/2017 4:00,28077.60266,24.39,89.1,4.916,0.095,0.115
8/28/2017 4:10,27866.63707,24.41,89.3,4.915,0.11,0.115
8/28/2017 4:20,28378.06881,24.4,89.5,4.919,0.08,0.152
8/28/2017 4:30,27988.10211,24.37,89.8,4.918,0.102,0.107
8/28/2017 4:40,28058.42397,24.38,90.0,4.921,0.099,0.137
8/28/2017 4:50,28007.2808,24.39,90.1,4.919,0.095,0.152
8/28/2017 5:00,27757.95782,24.36,90.3,4.92,0.084,0.144
8/28/2017 5:10,26933.27414,24.46,90.3,4.915,0.077,0.137
8/28/2017 5:20,25603.55161,24.53,90.2,4.918,0.08,0.181
8/28/2017 5:30,24823.6182,24.5,90.3,4.918,0.106,0.096
8/28/2017 5:40,24503.97336,24.45,90.4,4.916,0.08,0.148
8/28/2017 5:50,24222.6859,24.4,90.4,4.917,0.08,0.163
8/28/2017 6:00,24261.04329,24.41,90.6,4.919,0.099,0.126
8/28/2017 6:10,24324.97225,24.41,90.7,4.914,0.102,0.1
8/28/2017 6:20,24280.22198,24.38,90.9,4.918,0.088,0.2
8/28/2017 6:30,24452.83019,24.36,91.0,4.916,0.179,0.181
8/28/2017 6:40,24702.15316,24.32,91.3,4.916,0.515,0.37
8/28/2017 6:50,25015.40511,24.25,91.3,4.92,5.161,3.874
8/28/2017 7:00,25782.55272,24.24,91.4,4.919,7.75,5.915
8/28/2017 7:10,26172.51942,24.23,91.5,4.918,6.082,4.63
8/28/2017 7:20,26428.23529,24.29,91.8,4.916,6.356,4.759
8/28/2017 7:30,27048.34628,24.29,91.8,4.918,8.44,6.456
8/28/2017 7:40,26939.66704,24.22,92.0,4.919,13.82,10.59
8/28/2017 7:50,28020.06659,24.23,92.2,4.916,21.78,16.63
8/28/2017 8:00,29010.96559,24.25,92.3,4.921,32.67,24.8
8/28/2017 8:10,30053.00777,24.25,92.4,4.918,47.29,35.47
8/28/2017 8:20,30411.00999,24.24,92.5,4.92,57.92,42.16
8/28/2017 8:30,30909.65594,24.26,92.8,4.92,58.01,43.76
8/28/2017 8:40,31299.62264,24.27,92.7,4.921,45.27,34.4
8/28/2017 8:50,31811.05438,24.25,92.9,4.924,44.15,33.45
8/28/2017 9:00,33147.16981,24.31,92.9,4.926,59.36,45.74
8/28/2017 9:10,33562.7081,24.37,93.1,4.924,76.7,57.97
8/28/2017 9:20,34182.81909,24.46,93.1,4.924,67.88,51.52
8/28/2017 9:30,34937.18091,24.5,93.2,4.922,89.9,68.44
8/28/2017 9:40,35512.54162,24.54,93.3,4.921,97.4,73.2
8/28/2017 9:50,35992.00888,24.59,93.3,4.923,73.6,56.17
8/28/2017 10:00,36381.97558,24.53,93.2,4.918,125.0,91.8
8/28/2017 10:10,36797.51387,24.56,93.1,4.919,119.9,90.2
8/28/2017 10:20,37276.98113,24.55,93.2,4.917,115.2,87.3
8/28/2017 10:30,37551.87569,24.52,93.1,4.918,116.3,87.3
8/28/2017 10:40,37909.87791,24.63,93.0,4.922,110.8,82.2
8/28/2017 10:50,38293.45172,24.53,92.6,4.924,108.8,81.4
8/28/2017 11:00,38939.1343,24.5,92.8,4.921,95.7,70.9
8/28/2017 11:10,39105.34961,24.51,92.6,4.918,104.3,77.8
8/28/2017 11:20,39808.56826,24.46,92.5,4.923,133.6,100.7
8/28/2017 11:30,39993.96226,24.45,92.4,4.924,122.2,92.3
8/28/2017 11:40,39789.38957,24.37,91.9,4.918,176.9,133.6
8/28/2017 11:50,40000.35516,24.35,91.9,4.922,92.1,69.1
8/28/2017 12:00,39834.13984,24.28,91.9,4.917,58.64,43.74
8/28/2017 12:10,40192.14206,24.21,92.0,4.92,51.72,38.48
8/28/2017 12:20,40077.06992,24.21,92.2,4.919,134.5,102.4
8/28/2017 12:30,40064.28413,24.28,92.3,4.92,406.2,299.8
8/28/2017 12:40,40192.14206,24.44,92.3,4.922,778.0,431.7
8/28/2017 12:50,39878.89012,24.69,92.2,4.923,492.4,303.0
8/28/2017 13:00,39961.99778,24.93,91.0,4.925,576.9,353.2
8/28/2017 13:10,40102.64151,25.27,89.7,4.926,602.1,366.2
8/28/2017 13:20,40198.53496,25.67,87.0,4.93,475.4,301.5
8/28/2017 13:30,40403.10766,25.75,83.7,4.927,301.5,226.2
8/28/2017 13:40,40236.89234,25.78,83.3,4.924,387.9,286.1
8/28/2017 13:50,40051.49834,25.71,83.4,4.922,333.9,261.0
8/28/2017 14:00,40236.89234,25.77,82.6,4.918,334.9,255.1
8/28/2017 14:10,40045.10544,26.01,81.5,4.924,347.6,262.2
8/28/2017 14:20,39770.21088,26.06,82.0,4.922,359.1,278.6
8/28/2017 14:30,39699.88901,25.99,82.2,4.923,392.3,301.4
8/28/2017 14:40,39444.17314,25.89,82.5,4.925,250.7,192.5
8/28/2017 14:50,39162.88568,25.69,83.7,4.923,337.3,261.5
8/28/2017 15:00,39009.45616,25.71,83.7,4.926,340.6,267.9
8/28/2017 15:10,38664.23973,25.77,83.2,4.923,394.9,300.3
8/28/2017 15:20,38734.5616,25.75,83.9,4.924,422.8,308.4
8/28/2017 15:30,38472.45283,25.65,84.6,4.924,379.5,268.6
8/28/2017 15:40,38402.13097,25.41,85.9,4.925,335.6,242.2
8/28/2017 15:50,38357.38069,25.25,86.6,4.923,253.6,186.0
8/28/2017 16:00,38095.27192,25.15,87.0,4.926,216.6,163.8
8/28/2017 16:10,37692.51942,25.19,86.6,4.925,182.9,140.9
8/28/2017 16:20,37743.6626,25.2,85.9,4.923,140.1,107.2
8/28/2017 16:30,37622.19756,25.26,85.5,4.925,207.7,162.9
8/28/2017 16:40,37647.76915,25.24,85.4,4.92,217.4,164.0
8/28/2017 16:50,37551.87569,25.19,86.3,4.919,215.7,162.4
8/28/2017 17:00,37264.19534,25.0,87.3,4.924,191.0,141.9
8/28/2017 17:10,37257.80244,24.88,88.2,4.925,139.7,104.1
8/28/2017 17:20,37404.83907,24.76,89.0,4.921,153.0,113.2
8/28/2017 17:30,37206.65927,24.71,89.1,4.92,130.0,99.0
8/28/2017 17:40,36957.33629,24.68,89.2,4.918,100.6,76.5
8/28/2017 17:50,36912.58602,24.69,89.3,4.922,75.8,57.13
8/28/2017 18:00,36720.79911,24.7,89.3,4.923,67.37,51.82
8/28/2017 18:10,36791.12098,24.82,88.5,4.922,63.74,49.61
8/28/2017 18:20,37193.87347,24.9,87.6,4.924,43.16,34.06
8/28/2017 18:30,38178.37958,24.92,87.0,4.92,34.52,26.64
8/28/2017 18:40,39405.81576,24.91,87.1,4.927,49.26,37.71
8/28/2017 18:50,42033.29634,24.88,87.0,4.922,33.74,25.78
8/28/2017 19:00,45542.99667,24.92,86.8,4.92,28.8,21.36
8/28/2017 19:10,47473.6515,24.97,86.3,4.919,32.27,23.55
8/28/2017 19:20,48004.26193,25.0,86.0,4.914,22.95,17.21
8/28/2017 19:30,48681.90899,25.04,85.7,4.919,11.71,9.02
8/28/2017 19:40,48912.05327,25.1,85.3,4.922,6.261,4.8
8/28/2017 19:50,48643.55161,25.21,84.7,4.921,4.777,3.578
8/28/2017 20:00,48534.87236,25.33,83.9,4.917,0.325,0.274
8/28/2017 20:10,48432.58602,25.52,82.4,4.917,0.117,0.13
8/28/2017 20:20,48387.83574,25.64,80.8,4.918,0.04,0.126
8/28/2017 20:30,48176.87014,25.67,80.4,4.92,0.069,0.133
8/28/2017 20:40,48253.58491,25.76,80.5,4.919,0.08,0.133
8/28/2017 20:50,48247.19201,25.7,80.8,4.921,0.058,0.159
8/28/2017 21:00,47742.15316,25.79,80.4,4.917,0.066,0.144
8/28/2017 21:10,47588.72364,25.67,81.3,4.92,0.095,0.111
8/28/2017 21:20,47058.11321,25.69,81.2,4.922,0.062,0.144
8/28/2017 21:30,46943.04107,25.78,80.7,4.919,0.095,0.115
8/28/2017 21:40,46207.85794,25.64,81.9,4.918,0.069,0.104
8/28/2017 21:50,45945.74917,25.29,83.4,4.919,0.066,0.148
8/28/2017 22:00,45408.74584,25.07,84.4,4.915,0.088,0.13
8/28/2017 22:10,44929.27858,24.92,85.2,4.918,0.069,0.185
8/28/2017 22:20,44258.02442,24.78,85.8,4.922,0.077,0.141
8/28/2017 22:30,43529.23418,24.68,86.4,4.919,0.062,0.152
8/28/2017 22:40,42493.58491,24.71,86.5,4.919,0.091,0.152
8/28/2017 22:50,41656.11543,24.73,86.6,4.92,0.055,0.122
8/28/2017 23:00,40569.32297,24.73,86.7,4.912,0.069,0.126
8/28/2017 23:10,39974.78357,24.67,86.8,4.92,0.044,0.159
8/28/2017 23:20,38932.7414,24.62,87.1,4.92,0.051,0.144
8/28/2017 23:30,38050.52164,24.55,87.5,4.915,0.073,0.133
8/28/2017 23:40,37276.98113,24.53,87.7,4.917,0.073,0.152
8/28/2017 23:50,36592.94118,24.4,88.0,4.916,0.066,0.126
8/29/2017 0:00,35742.6859,24.32,88.4,4.915,0.08,0.133
8/29/2017 0:10,34675.07214,24.38,88.7,4.916,0.066,0.122
8/29/2017 0:20,33984.63929,24.37,88.7,4.919,0.058,0.156
8/29/2017 0:30,33332.56382,24.35,89.0,4.916,0.048,0.156
8/29/2017 0:40,32648.52386,24.39,89.0,4.919,0.084,0.122
8/29/2017 0:50,32092.34184,24.38,89.2,4.917,0.084,0.133
8/29/2017 1:00,31459.44506,24.29,89.3,4.914,0.091,0.115
8/29/2017 1:10,30800.97669,24.23,89.7,4.918,0.08,0.107
8/29/2017 1:20,30436.58158,24.26,89.9,4.918,0.066,0.133
8/29/2017 1:30,29816.47059,24.32,90.0,4.918,0.084,0.122
8/29/2017 1:40,29720.57714,24.21,90.6,4.917,0.066,0.181
8/29/2017 1:50,29388.1465,24.14,91.1,4.917,0.08,0.137
8/29/2017 2:00,28940.64373,24.1,91.6,4.921,0.069,0.111
8/29/2017 2:10,28569.85572,24.08,91.8,4.919,0.069,0.119
8/29/2017 2:20,28224.63929,24.03,92.2,4.924,0.091,0.107
8/29/2017 2:30,27866.63707,24.08,92.4,4.916,0.11,0.111
8/29/2017 2:40,27815.4939,24.11,92.6,4.921,0.091,0.067
8/29/2017 2:50,27841.06548,24.12,92.8,4.918,0.084,0.107
8/29/2017 3:00,27828.27969,24.16,93.0,4.918,0.113,0.059
8/29/2017 3:10,27917.78024,24.27,93.0,4.919,0.077,0.096
8/29/2017 3:20,27892.20866,24.31,93.1,4.917,0.077,0.107
8/29/2017 3:30,27898.60155,24.33,93.2,4.917,0.084,0.107
8/29/2017 3:40,27892.20866,24.32,93.2,4.925,0.084,0.096
8/29/2017 3:50,28007.2808,24.32,93.4,4.934,0.08,0.1
8/29/2017 4:00,27789.92231,24.32,93.4,4.923,0.08,0.1
8/29/2017 4:10,28096.78135,24.32,93.4,4.941,0.058,0.13
8/29/2017 4:20,28729.67814,24.31,93.3,4.947,0.08,0.107
8/29/2017 4:30,28633.78468,24.33,93.4,4.935,0.077,0.104
8/29/2017 4:40,28384.46171,24.33,93.3,4.919,0.091,0.067
